acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,total_acc,total_gyro,roll_avg_acc_X,roll_avg_acc_Y,roll_avg_acc_Z,roll_avg_gyro_X,roll_avg_gyro_Y,roll_avg_gyro_Z,tlt_X,tlt_Y,Still_Time,fall
-3.92,-1.92,11.74,1.11,-0.6,0.31,12.52,1.3,-1.65,-3.37,8.69,-0.05,-0.42,-0.01,-9.3,-18.47,8334.0,0.0
-1.71,0.45,12.36,-1.17,0.46,-0.27,12.49,1.29,-2.11,-3.08,9.3,0.18,-0.46,0.05,2.11,-7.9,214.0,0.0
-4.61,-1.32,5.12,0.89,3.68,0.88,7.01,3.89,-2.03,-2.37,9.91,-0.09,-0.27,-0.01,-14.47,-41.97,418.0,0.0
-1.26,1.13,11.62,-1.64,-0.58,2.08,11.74,2.72,-2.54,-2.16,8.95,0.11,0.52,0.17,5.56,-6.21,622.0,0.0
1.57,0.12,6.04,-0.19,-2.0,1.49,6.24,2.5,-2.29,-1.51,9.48,-0.24,0.3,0.55,1.18,14.57,826.0,0.0
3.86,-0.41,3.86,-1.91,-0.69,3.32,5.47,3.9,-1.52,-1.18,8.8,-0.23,-0.16,0.74,-6.09,45.0,1030.0,0.0
-0.7,-1.22,9.9,0.72,0.96,4.37,10.0,4.53,-0.44,-1.03,7.81,-0.57,-0.27,1.25,-7.01,-4.06,1234.0,0.0
-3.57,1.03,11.67,0.81,0.03,0.21,12.25,0.84,-0.49,-1.06,8.23,-0.31,-0.02,1.88,5.05,-17.01,1438.0,0.0
-2.74,0.88,8.55,-0.22,0.15,1.71,9.02,1.73,-1.11,-0.65,8.92,-0.09,-0.01,1.54,5.85,-17.76,1642.0,0.0
-3.95,0.66,1.47,-0.09,-4.37,-0.87,4.26,4.45,-1.43,-0.34,8.84,-0.11,0.02,1.58,24.35,-69.63,1846.0,0.0
0.59,0.68,9.34,0.05,0.23,-0.14,9.38,0.27,-1.94,-0.14,7.37,-0.11,-0.86,1.09,4.18,3.62,2050.0,0.0
0.21,0.91,9.63,-0.12,-0.06,-0.2,9.68,0.25,-1.43,0.02,7.76,-0.08,-0.64,0.84,5.38,1.27,2254.0,0.0
0.42,0.96,9.63,0.02,0.02,-0.13,9.69,0.13,-1.1,0.2,8.14,-0.09,-0.52,0.63,5.72,2.48,2458.0,0.0
0.35,1.09,9.58,-0.11,-0.19,-0.13,9.65,0.26,-0.8,0.35,8.44,-0.06,-0.42,0.48,6.52,2.08,2662.0,0.0
1.03,1.47,9.88,0.06,-0.12,-0.2,10.04,0.24,-0.57,0.5,8.66,-0.07,-0.37,0.36,8.45,5.93,2866.0,0.0
0.65,1.67,9.84,-0.26,0.39,-0.08,10.01,0.48,-0.25,0.7,8.91,-0.05,-0.32,0.25,9.65,3.77,3070.0,0.0
0.62,1.68,10.35,0.01,-0.04,-0.34,10.51,0.34,-0.07,0.89,9.09,-0.09,-0.18,0.18,9.23,3.45,3274.0,0.0
0.61,1.48,8.31,-0.16,0.15,-0.19,8.46,0.29,0.07,1.05,9.35,-0.07,-0.15,0.08,10.13,4.2,3478.0,0.0
0.03,1.05,9.81,-0.3,0.09,-0.18,9.86,0.36,0.18,1.14,9.14,-0.09,-0.09,0.02,6.1,0.15,3682.0,0.0
-0.03,1.87,8.36,-0.21,0.06,-0.35,8.57,0.41,0.15,1.12,9.27,-0.13,-0.05,-0.02,12.57,-0.2,3886.0,0.0
-1.12,0.45,10.41,-0.31,-0.04,-0.74,10.48,0.81,0.11,1.27,9.09,-0.14,-0.03,-0.08,2.49,-6.12,4090.0,0.0
-0.9,-0.64,9.47,-0.09,0.11,-0.77,9.54,0.78,-0.13,1.1,9.35,-0.18,-0.03,-0.22,-3.86,-5.42,4294.0,0.0
0.34,0.66,7.75,-0.14,0.23,-0.69,7.78,0.74,-0.29,0.76,9.38,-0.16,0.0,-0.33,4.88,2.48,4498.0,0.0
-0.43,-0.02,8.07,-0.07,-0.21,0.16,8.08,0.27,-0.16,0.74,9.05,-0.16,0.04,-0.4,-0.12,-3.02,4702.0,0.0
-0.19,-0.07,10.69,0.18,-0.25,0.03,10.69,0.31,-0.21,0.59,8.86,-0.14,-0.01,-0.29,-0.39,-1.0,4906.0,0.0
-0.05,-0.36,10.06,0.28,0.43,-0.1,10.06,0.52,-0.21,0.45,9.22,-0.08,-0.06,-0.22,-2.07,-0.3,5110.0,0.0
0.68,1.12,9.31,-0.01,-0.32,-0.16,9.4,0.36,-0.18,0.29,9.39,0.0,0.04,-0.2,6.85,4.16,5314.0,0.0
-0.15,-0.11,10.96,-0.24,0.1,-0.18,10.96,0.32,-0.01,0.46,9.37,0.0,-0.03,-0.19,-0.55,-0.8,5518.0,0.0
-0.42,0.79,11.48,-0.06,-0.34,-0.52,11.52,0.63,-0.04,0.34,9.69,-0.05,-0.01,-0.19,3.96,-2.09,5722.0,0.0
0.47,0.37,8.91,0.3,0.13,-0.62,8.93,0.7,-0.11,0.43,10.05,-0.05,-0.07,-0.26,2.36,3.0,214.0,0.0
0.33,-0.4,9.4,0.14,-0.5,-0.9,9.41,1.04,0.0,0.42,9.82,0.02,-0.03,-0.33,-2.42,2.0,418.0,0.0
0.72,1.37,9.5,-0.28,-0.21,-1.49,9.62,1.53,0.07,0.26,9.74,0.04,-0.13,-0.44,8.22,4.31,622.0,0.0
0.47,1.23,9.38,-0.34,0.76,-1.23,9.47,1.49,0.2,0.48,9.69,-0.02,-0.14,-0.65,7.48,2.85,826.0,0.0
-0.79,1.63,9.98,0.11,-0.55,-0.34,10.14,0.66,0.25,0.63,9.63,-0.09,0.04,-0.77,9.28,-4.54,1030.0,0.0
-3.74,4.03,5.52,-0.08,-0.46,0.19,7.79,0.51,0.04,0.83,9.7,-0.05,-0.08,-0.68,36.17,-34.14,1234.0,0.0
1.59,1.96,9.07,-0.39,-0.44,-0.03,9.42,0.59,-0.71,1.47,8.86,-0.05,-0.16,-0.51,12.16,9.94,1438.0,0.0
2.07,1.58,9.21,-0.02,0.08,-2.53,9.57,2.53,-0.25,1.57,8.9,-0.12,-0.21,-0.41,9.72,12.66,1642.0,0.0
2.01,1.63,8.58,-0.2,0.43,-0.46,8.96,0.67,0.21,1.57,8.96,-0.1,-0.16,-0.84,10.76,13.16,1846.0,0.0
0.12,-0.04,10.79,-0.32,-0.45,-0.05,10.79,0.55,0.57,1.58,8.89,-0.12,-0.04,-0.76,-0.22,0.65,2050.0,0.0
-0.86,1.16,11.34,-0.8,-0.14,-0.01,11.44,0.81,0.48,1.26,9.27,-0.16,-0.12,-0.62,5.84,-4.35,2254.0,0.0
1.55,0.62,11.23,-0.34,0.34,-0.06,11.35,0.48,0.21,1.24,9.68,-0.29,-0.12,-0.5,3.17,7.88,2458.0,0.0
1.11,-0.06,9.72,-0.44,-0.07,0.83,9.79,0.94,0.48,1.12,9.99,-0.3,-0.03,-0.41,-0.35,6.52,2662.0,0.0
-1.11,-1.04,9.72,-0.48,0.56,2.1,9.84,2.23,0.61,0.88,9.94,-0.33,-0.04,-0.16,-6.1,-6.49,2866.0,0.0
-0.64,-0.18,10.59,0.15,0.37,0.15,10.61,0.43,0.26,0.5,9.89,-0.36,0.08,0.29,-0.97,-3.44,3070.0,0.0
-1.26,-0.49,9.95,0.15,0.1,0.01,10.04,0.18,0.08,0.36,10.03,-0.26,0.14,0.26,-2.82,-7.2,3274.0,0.0
-0.58,-0.37,9.76,-0.1,-0.03,-0.01,9.78,0.1,-0.18,0.19,10.02,-0.18,0.13,0.21,-2.16,-3.41,3478.0,0.0
-0.59,-0.53,9.6,-0.11,0.01,-0.01,9.63,0.11,-0.26,0.08,9.96,-0.16,0.1,0.17,-3.16,-3.53,3682.0,0.0
-0.62,-0.48,9.71,-0.1,0.01,-0.01,9.74,0.1,-0.33,-0.04,9.89,-0.15,0.08,0.13,-2.82,-3.65,3886.0,0.0
-0.63,-0.48,9.63,-0.11,0.01,-0.01,9.66,0.11,-0.39,-0.13,9.86,-0.14,0.07,0.1,-2.88,-3.77,4090.0,0.0
-0.64,-0.4,9.6,-0.1,0.0,-0.01,9.63,0.1,-0.44,-0.2,9.81,-0.13,0.05,0.08,-2.41,-3.79,4294.0,0.0
-0.72,-0.53,9.73,-0.1,0.0,-0.01,9.77,0.1,-0.48,-0.24,9.77,-0.13,0.04,0.06,-3.1,-4.25,4498.0,0.0
-0.46,-0.43,9.87,-0.09,-0.01,-0.01,9.89,0.1,-0.53,-0.3,9.76,-0.12,0.03,0.05,-2.47,-2.7,4702.0,0.0
-0.52,-0.42,9.6,-0.1,0.0,-0.01,9.63,0.1,-0.51,-0.32,9.78,-0.12,0.03,0.04,-2.5,-3.13,4906.0,0.0
-0.62,-0.5,9.73,-0.1,0.0,-0.01,9.76,0.1,-0.52,-0.34,9.75,-0.11,0.02,0.03,-2.93,-3.63,5110.0,0.0
-0.58,-0.42,9.69,-0.1,0.0,-0.01,9.72,0.1,-0.54,-0.37,9.74,-0.11,0.02,0.02,-2.48,-3.45,5314.0,0.0
-0.49,-0.42,9.7,-0.11,0.01,-0.01,9.72,0.11,-0.55,-0.38,9.73,-0.11,0.01,0.02,-2.5,-2.91,5518.0,0.0
-0.55,-0.44,9.65,-0.1,0.01,-0.01,9.67,0.1,-0.54,-0.39,9.73,-0.11,0.01,0.01,-2.61,-3.25,5722.0,0.0
-0.64,-0.45,9.78,-0.1,0.01,-0.01,9.81,0.1,-0.54,-0.4,9.71,-0.11,0.01,0.01,-2.61,-3.74,5926.0,0.0
-0.58,-0.39,9.75,-0.11,0.0,-0.01,9.78,0.11,-0.56,-0.41,9.72,-0.11,0.01,0.0,-2.29,-3.43,6130.0,0.0
-0.51,-0.39,9.73,-0.11,0.01,-0.01,9.76,0.11,-0.56,-0.41,9.73,-0.11,0.01,0.0,-2.28,-2.97,6334.0,0.0
-0.56,-0.44,9.68,-0.1,0.0,-0.01,9.7,0.1,-0.55,-0.4,9.73,-0.11,0.01,0.0,-2.61,-3.3,6538.0,0.0
-0.58,-0.46,9.62,-0.1,0.0,-0.01,9.65,0.1,-0.55,-0.41,9.72,-0.11,0.01,0.0,-2.75,-3.45,6742.0,0.0
-0.58,-0.4,9.73,-0.11,0.01,-0.01,9.76,0.11,-0.56,-0.42,9.7,-0.11,0.01,0.0,-2.37,-3.42,6946.0,0.0
-0.55,-0.37,9.76,-0.11,0.02,-0.01,9.78,0.11,-0.56,-0.42,9.71,-0.11,0.01,-0.01,-2.16,-3.24,7150.0,0.0
-0.59,-0.43,9.7,-0.11,0.01,-0.01,9.73,0.11,-0.56,-0.41,9.72,-0.11,0.01,-0.01,-2.56,-3.47,7354.0,0.0
-0.59,-0.44,9.73,-0.11,0.0,-0.01,9.76,0.11,-0.57,-0.41,9.71,-0.11,0.01,-0.01,-2.59,-3.46,7558.0,0.0
-0.62,-0.44,9.62,-0.11,0.01,-0.01,9.65,0.11,-0.57,-0.42,9.72,-0.11,0.01,-0.01,-2.64,-3.67,7762.0,0.0
-0.57,-0.45,9.71,-0.1,0.0,-0.01,9.74,0.11,-0.58,-0.42,9.7,-0.11,0.01,-0.01,-2.68,-3.36,7966.0,0.0
-0.58,-0.45,9.68,-0.1,0.01,-0.01,9.71,0.1,-0.58,-0.43,9.7,-0.11,0.01,-0.01,-2.66,-3.42,8170.0,0.0
-0.6,-0.4,9.69,-0.11,0.01,-0.01,9.72,0.11,-0.58,-0.43,9.7,-0.11,0.01,-0.01,-2.39,-3.53,8374.0,0.0
-0.6,-0.42,9.73,-0.1,0.01,-0.01,9.76,0.11,-0.58,-0.43,9.7,-0.11,0.01,-0.01,-2.49,-3.52,8578.0,0.0
-0.63,-0.48,9.67,-0.1,0.0,-0.01,9.71,0.1,-0.59,-0.43,9.7,-0.11,0.01,-0.01,-2.83,-3.75,8782.0,0.0
-0.61,-0.41,9.64,-0.1,0.0,-0.01,9.67,0.1,-0.6,-0.44,9.7,-0.11,0.01,-0.01,-2.45,-3.61,8986.0,0.0
-0.57,-0.4,9.77,-0.1,0.0,-0.01,9.79,0.1,-0.6,-0.43,9.69,-0.11,0.01,-0.01,-2.33,-3.34,9190.0,0.0
-0.64,-0.46,9.68,-0.1,0.01,-0.01,9.71,0.11,-0.59,-0.43,9.7,-0.1,0.0,-0.01,-2.72,-3.79,9394.0,0.0
-0.54,-0.39,9.69,-0.1,0.0,-0.01,9.71,0.1,-0.6,-0.43,9.7,-0.1,0.01,-0.01,-2.29,-3.21,9598.0,0.0
-0.58,-0.38,9.65,-0.1,0.01,-0.01,9.67,0.11,-0.59,-0.42,9.7,-0.1,0.0,-0.01,-2.27,-3.46,9802.0,0.0
-0.56,-0.5,9.78,-0.1,0.0,-0.01,9.81,0.1,-0.59,-0.42,9.69,-0.1,0.0,-0.01,-2.91,-3.25,10006.0,0.0
-0.66,-0.42,9.68,-0.11,0.01,-0.01,9.71,0.11,-0.58,-0.43,9.71,-0.1,0.0,-0.01,-2.48,-3.88,10210.0,0.0
-0.61,-0.43,9.76,-0.1,0.01,-0.01,9.79,0.1,-0.6,-0.43,9.7,-0.1,0.0,-0.01,-2.51,-3.55,10414.0,0.0
-0.55,-0.44,9.69,-0.1,0.0,-0.01,9.72,0.1,-0.6,-0.43,9.71,-0.1,0.0,-0.01,-2.57,-3.27,10618.0,0.0
-0.62,-0.43,9.67,-0.11,0.01,-0.01,9.7,0.11,-0.59,-0.43,9.71,-0.1,0.0,-0.01,-2.54,-3.66,10822.0,0.0
-0.63,-0.5,9.79,-0.11,0.0,-0.01,9.82,0.11,-0.6,-0.43,9.7,-0.1,0.01,-0.01,-2.91,-3.68,11026.0,0.0
-0.51,-0.48,9.7,-0.1,0.01,-0.01,9.72,0.11,-0.6,-0.44,9.72,-0.11,0.0,-0.01,-2.81,-3.04,11230.0,0.0
-0.54,-0.45,9.64,-0.1,0.0,-0.01,9.66,0.1,-0.58,-0.45,9.71,-0.1,0.01,-0.01,-2.65,-3.2,11434.0,0.0
-0.6,-0.43,9.7,-0.11,0.01,-0.01,9.72,0.11,-0.58,-0.45,9.7,-0.1,0.0,-0.01,-2.53,-3.55,11638.0,0.0
-0.61,-0.46,9.77,-0.1,0.0,-0.01,9.8,0.1,-0.58,-0.45,9.7,-0.11,0.01,-0.01,-2.71,-3.55,11842.0,0.0
-0.57,-0.4,9.6,-0.1,0.0,-0.01,9.62,0.11,-0.59,-0.45,9.71,-0.11,0.0,-0.01,-2.39,-3.38,12046.0,0.0
-0.51,-0.45,9.65,-0.1,0.0,-0.01,9.68,0.1,-0.58,-0.44,9.69,-0.1,0.0,-0.01,-2.66,-3.02,12250.0,0.0
-0.65,-0.43,9.69,-0.1,0.01,-0.01,9.72,0.1,-0.57,-0.44,9.68,-0.1,0.0,-0.01,-2.52,-3.82,12454.0,0.0
-0.62,-0.51,9.68,-0.1,0.0,-0.01,9.72,0.11,-0.58,-0.44,9.68,-0.1,0.0,-0.01,-3.01,-3.65,12658.0,0.0
-0.64,-0.4,9.63,-0.11,0.01,-0.01,9.66,0.11,-0.59,-0.45,9.68,-0.1,0.0,-0.01,-2.36,-3.83,12862.0,0.0
-0.56,-0.41,9.72,-0.1,0.01,-0.01,9.75,0.1,-0.6,-0.44,9.67,-0.1,0.0,-0.01,-2.41,-3.28,13066.0,0.0
-0.61,-0.44,9.63,-0.1,0.0,-0.01,9.66,0.11,-0.59,-0.43,9.68,-0.1,0.0,-0.01,-2.6,-3.6,13270.0,0.0
-0.61,-0.46,9.67,-0.1,0.0,-0.01,9.7,0.1,-0.6,-0.44,9.67,-0.1,0.0,-0.01,-2.72,-3.58,13474.0,0.0
-0.65,-0.44,9.65,-0.1,0.0,-0.01,9.69,0.1,-0.6,-0.44,9.67,-0.1,0.0,-0.01,-2.63,-3.87,13678.0,0.0
-0.58,-0.38,9.71,-0.1,0.01,-0.01,9.73,0.11,-0.61,-0.44,9.67,-0.1,0.0,-0.01,-2.25,-3.42,13882.0,0.0
-0.48,-0.39,9.67,-0.11,0.0,-0.01,9.69,0.11,-0.6,-0.43,9.68,-0.1,0.0,-0.01,-2.3,-2.82,14086.0,0.0
-0.62,-0.43,9.7,-0.11,0.01,-0.01,9.73,0.11,-0.58,-0.42,9.68,-0.1,0.0,-0.01,-2.56,-3.64,14290.0,0.0
-0.64,-0.45,9.7,-0.1,0.0,-0.01,9.73,0.1,-0.59,-0.42,9.68,-0.1,0.0,-0.01,-2.64,-3.8,14494.0,0.0
-0.62,-0.35,9.65,-0.11,0.01,-0.01,9.68,0.11,-0.6,-0.43,9.68,-0.1,0.0,-0.01,-2.06,-3.65,14698.0,0.0
-0.49,-0.46,9.65,-0.11,0.0,-0.01,9.68,0.11,-0.6,-0.41,9.68,-0.1,0.0,-0.01,-2.73,-2.9,14902.0,0.0
-0.65,-0.43,9.6,-0.1,0.01,-0.01,9.63,0.11,-0.58,-0.42,9.67,-0.1,0.0,-0.01,-2.54,-3.87,15106.0,0.0
-0.64,-0.45,9.69,-0.1,0.0,-0.01,9.72,0.1,-0.59,-0.42,9.66,-0.1,0.0,-0.01,-2.67,-3.8,15310.0,0.0
-0.58,-0.37,9.7,-0.1,0.01,-0.01,9.72,0.11,-0.6,-0.43,9.66,-0.1,0.0,-0.01,-2.18,-3.42,15514.0,0.0
-0.57,-0.53,9.77,-0.1,0.0,-0.01,9.8,0.11,-0.6,-0.42,9.67,-0.1,0.0,-0.01,-3.09,-3.32,15718.0,0.0
-0.65,-0.39,9.67,-0.11,0.01,-0.01,9.7,0.11,-0.59,-0.44,9.69,-0.1,0.0,-0.01,-2.3,-3.85,15922.0,0.0
-0.6,-0.53,9.71,-0.1,0.0,-0.01,9.74,0.1,-0.6,-0.43,9.69,-0.1,0.0,-0.01,-3.13,-3.56,16126.0,0.0
-0.6,-0.37,9.66,-0.11,0.01,-0.01,9.68,0.11,-0.6,-0.45,9.69,-0.1,0.0,-0.01,-2.17,-3.57,16330.0,0.0
-0.61,-0.48,9.71,-0.1,0.0,-0.01,9.74,0.1,-0.6,-0.43,9.69,-0.11,0.0,-0.01,-2.85,-3.61,16534.0,0.0
-0.6,-0.43,9.68,-0.1,0.01,-0.01,9.71,0.11,-0.61,-0.44,9.69,-0.1,0.0,-0.01,-2.56,-3.55,16738.0,0.0
-0.66,-0.44,9.74,-0.1,0.01,-0.01,9.77,0.1,-0.6,-0.44,9.69,-0.1,0.0,-0.01,-2.56,-3.85,16942.0,0.0
-0.65,-0.47,9.68,-0.11,0.0,-0.01,9.71,0.11,-0.61,-0.44,9.7,-0.1,0.0,-0.01,-2.78,-3.85,17146.0,0.0
-0.54,-0.36,9.73,-0.11,0.01,-0.01,9.75,0.11,-0.62,-0.45,9.69,-0.1,0.0,-0.01,-2.13,-3.18,17350.0,0.0
-0.59,-0.45,9.72,-0.1,0.0,-0.01,9.74,0.1,-0.61,-0.43,9.7,-0.1,0.0,-0.01,-2.64,-3.48,17554.0,0.0
-0.64,-0.44,9.65,-0.1,0.0,-0.01,9.68,0.1,-0.6,-0.43,9.7,-0.1,0.0,-0.01,-2.6,-3.79,17758.0,0.0
-0.58,-0.44,9.75,-0.1,0.0,-0.01,9.78,0.1,-0.61,-0.43,9.69,-0.1,0.0,-0.01,-2.56,-3.39,17962.0,0.0
-0.55,-0.38,9.63,-0.1,0.0,-0.01,9.65,0.11,-0.6,-0.43,9.7,-0.1,0.0,-0.01,-2.26,-3.24,18166.0,0.0
-0.5,-0.43,9.73,-0.1,0.0,-0.01,9.76,0.11,-0.59,-0.42,9.69,-0.1,0.0,-0.01,-2.55,-2.94,18370.0,0.0
-0.65,-0.41,9.67,-0.1,0.0,-0.01,9.7,0.1,-0.57,-0.43,9.7,-0.1,0.0,-0.01,-2.43,-3.83,18574.0,0.0
-0.62,-0.47,9.69,-0.1,0.0,-0.01,9.72,0.1,-0.59,-0.42,9.69,-0.1,0.0,-0.01,-2.79,-3.68,18778.0,0.0
-0.59,-0.43,9.68,-0.1,0.01,-0.01,9.71,0.1,-0.6,-0.43,9.69,-0.1,0.0,-0.01,-2.55,-3.51,18982.0,0.0
-0.57,-0.5,9.77,-0.1,0.0,-0.01,9.8,0.1,-0.59,-0.43,9.69,-0.1,0.0,-0.01,-2.93,-3.33,19186.0,0.0
-0.58,-0.47,9.69,-0.11,0.0,-0.01,9.72,0.11,-0.59,-0.45,9.71,-0.1,0.0,-0.01,-2.76,-3.41,19390.0,0.0
-0.61,-0.49,9.66,-0.1,0.01,-0.01,9.69,0.1,-0.59,-0.45,9.7,-0.1,0.0,-0.01,-2.88,-3.62,19594.0,0.0
-0.58,-0.4,9.79,-0.11,0.0,-0.01,9.82,0.11,-0.59,-0.46,9.69,-0.1,0.0,-0.01,-2.31,-3.39,19798.0,0.0
-0.57,-0.4,9.67,-0.1,0.01,-0.01,9.7,0.1,-0.59,-0.44,9.71,-0.1,0.0,-0.01,-2.38,-3.34,20002.0,0.0
-0.61,-0.44,9.77,-0.1,0.0,-0.01,9.8,0.1,-0.58,-0.44,9.71,-0.1,0.0,-0.01,-2.57,-3.57,20206.0,0.0
-0.58,-0.4,9.64,-0.1,0.01,-0.01,9.67,0.11,-0.59,-0.44,9.72,-0.1,0.0,-0.01,-2.39,-3.45,20410.0,0.0
-0.59,-0.49,9.66,-0.11,0.0,-0.01,9.69,0.11,-0.59,-0.43,9.7,-0.1,0.0,-0.01,-2.88,-3.48,20614.0,0.0
-0.56,-0.4,9.68,-0.1,0.0,-0.01,9.71,0.1,-0.59,-0.44,9.69,-0.1,0.0,-0.01,-2.36,-3.32,20818.0,0.0
-0.61,-0.49,9.73,-0.11,0.0,-0.01,9.76,0.11,-0.58,-0.43,9.69,-0.1,0.0,-0.01,-2.87,-3.56,21022.0,0.0
-0.59,-0.41,9.71,-0.11,0.0,-0.01,9.74,0.11,-0.59,-0.44,9.7,-0.1,0.0,-0.01,-2.41,-3.47,21226.0,0.0
-0.66,-0.5,9.71,-0.1,0.0,-0.01,9.75,0.11,-0.59,-0.44,9.7,-0.11,0.0,-0.01,-2.92,-3.88,21430.0,0.0
-0.57,-0.44,9.78,-0.1,0.01,-0.01,9.8,0.11,-0.6,-0.45,9.7,-0.11,0.0,-0.01,-2.59,-3.35,21634.0,0.0
-0.52,-0.44,9.73,-0.1,0.0,-0.01,9.75,0.1,-0.6,-0.45,9.72,-0.11,0.0,-0.01,-2.61,-3.04,21838.0,0.0
-0.61,-0.47,9.72,-0.1,0.01,-0.01,9.75,0.11,-0.58,-0.45,9.72,-0.1,0.0,-0.01,-2.79,-3.59,22042.0,0.0
-0.59,-0.45,9.68,-0.1,0.0,-0.01,9.71,0.1,-0.59,-0.45,9.72,-0.1,0.0,-0.01,-2.66,-3.5,22246.0,0.0
-0.61,-0.41,9.61,-0.1,0.01,-0.01,9.63,0.1,-0.59,-0.45,9.71,-0.1,0.0,-0.01,-2.44,-3.61,22450.0,0.0
-0.65,-0.5,9.72,-0.11,0.0,-0.01,9.76,0.11,-0.59,-0.44,9.69,-0.1,0.0,-0.01,-2.92,-3.83,22654.0,0.0
-0.67,-0.45,9.69,-0.1,0.0,-0.01,9.72,0.1,-0.6,-0.45,9.7,-0.1,0.0,-0.01,-2.66,-3.96,22858.0,0.0
-0.63,-0.4,9.71,-0.1,0.0,-0.01,9.74,0.1,-0.62,-0.45,9.7,-0.1,0.0,-0.01,-2.36,-3.74,23062.0,0.0
-0.55,-0.36,9.61,-0.11,0.01,-0.01,9.64,0.11,-0.62,-0.44,9.7,-0.1,0.0,-0.01,-2.15,-3.26,23266.0,0.0
-0.57,-0.42,9.68,-0.1,0.0,-0.01,9.71,0.1,-0.61,-0.43,9.68,-0.1,0.0,-0.01,-2.51,-3.4,23470.0,0.0
-0.63,-0.37,9.73,-0.1,0.01,-0.01,9.75,0.11,-0.6,-0.43,9.68,-0.1,0.0,-0.01,-2.19,-3.73,23674.0,0.0
-0.63,-0.44,9.7,-0.1,0.0,-0.01,9.73,0.11,-0.61,-0.41,9.69,-0.1,0.0,-0.01,-2.61,-3.7,23878.0,0.0
-0.59,-0.44,9.68,-0.11,0.0,-0.01,9.71,0.11,-0.61,-0.42,9.69,-0.1,0.0,-0.01,-2.58,-3.49,24082.0,0.0
-0.52,-0.47,9.78,-0.1,0.0,-0.01,9.81,0.1,-0.61,-0.42,9.69,-0.1,0.0,-0.01,-2.77,-3.05,24286.0,0.0
-0.64,-0.46,9.75,-0.1,0.0,-0.01,9.78,0.1,-0.59,-0.43,9.71,-0.1,0.0,-0.01,-2.73,-3.75,24490.0,0.0
-0.62,-0.45,9.69,-0.11,0.01,-0.01,9.72,0.11,-0.6,-0.44,9.72,-0.1,0.0,-0.01,-2.63,-3.69,24694.0,0.0
-0.52,-0.42,9.74,-0.11,0.0,-0.01,9.76,0.11,-0.6,-0.44,9.71,-0.1,0.0,-0.01,-2.45,-3.04,24898.0,0.0
-0.54,-0.42,9.69,-0.1,0.0,-0.01,9.71,0.11,-0.59,-0.44,9.72,-0.1,0.0,-0.01,-2.48,-3.21,25102.0,0.0
-0.63,-0.44,9.65,-0.1,0.0,-0.01,9.68,0.1,-0.58,-0.43,9.71,-0.1,0.0,-0.01,-2.59,-3.75,25306.0,0.0
-0.68,-0.43,9.61,-0.11,0.01,-0.01,9.65,0.11,-0.59,-0.43,9.7,-0.1,0.0,-0.01,-2.54,-4.05,25510.0,0.0
-0.56,-0.46,9.69,-0.1,0.0,-0.01,9.72,0.1,-0.61,-0.43,9.68,-0.1,0.0,-0.01,-2.7,-3.31,25714.0,0.0
-0.55,-0.41,9.73,-0.11,0.01,-0.01,9.75,0.11,-0.6,-0.44,9.68,-0.1,0.0,-0.01,-2.41,-3.24,25918.0,0.0
-0.53,-0.49,9.67,-0.1,0.0,-0.01,9.69,0.11,-0.59,-0.43,9.69,-0.1,0.0,-0.01,-2.88,-3.15,26122.0,0.0
-0.62,-0.42,9.7,-0.1,0.01,-0.01,9.73,0.1,-0.58,-0.44,9.69,-0.1,0.0,-0.01,-2.47,-3.69,26326.0,0.0
-0.64,-0.47,9.65,-0.1,0.0,-0.01,9.69,0.1,-0.59,-0.44,9.69,-0.1,0.0,-0.01,-2.81,-3.82,26530.0,0.0
-0.55,-0.42,9.75,-0.1,0.01,-0.01,9.78,0.11,-0.6,-0.44,9.68,-0.1,0.0,-0.01,-2.46,-3.25,26734.0,0.0
-0.55,-0.48,9.7,-0.11,0.0,-0.01,9.72,0.11,-0.59,-0.44,9.7,-0.1,0.0,-0.01,-2.81,-3.25,26938.0,0.0
-0.63,-0.45,9.71,-0.1,0.01,-0.01,9.74,0.1,-0.58,-0.45,9.7,-0.1,0.0,-0.01,-2.63,-3.73,27142.0,0.0
-0.58,-0.49,9.76,-0.1,0.01,-0.01,9.79,0.1,-0.59,-0.45,9.7,-0.1,0.01,-0.01,-2.85,-3.41,27346.0,0.0
-0.62,-0.45,9.72,-0.11,0.0,-0.01,9.75,0.11,-0.59,-0.45,9.71,-0.1,0.01,-0.01,-2.65,-3.64,27550.0,0.0
-0.53,-0.42,9.7,-0.11,0.0,-0.01,9.72,0.11,-0.6,-0.45,9.71,-0.1,0.01,-0.01,-2.5,-3.14,27754.0,0.0
-0.61,-0.38,9.71,-0.1,0.0,-0.01,9.73,0.11,-0.58,-0.45,9.71,-0.1,0.0,-0.01,-2.23,-3.6,27958.0,0.0
-0.62,-0.45,9.77,-0.1,0.0,-0.01,9.8,0.1,-0.59,-0.43,9.71,-0.1,0.0,-0.01,-2.64,-3.63,28162.0,0.0
-0.53,-0.48,9.72,-0.11,0.0,-0.01,9.75,0.11,-0.59,-0.44,9.72,-0.1,0.0,-0.01,-2.85,-3.14,28366.0,0.0
-0.59,-0.45,9.7,-0.1,0.0,-0.01,9.73,0.11,-0.58,-0.45,9.72,-0.1,0.0,-0.01,-2.67,-3.47,28570.0,0.0
